"INCIDENT_ID","DATA_YEAR","ORI","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_TYPE_NAME","STATE_ABBR","STATE_NAME","DIVISION_NAME","REGION_NAME","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","INCIDENT_DATE","ADULT_VICTIM_COUNT","JUVENILE_VICTIM_COUNT","TOTAL_OFFENDER_COUNT","ADULT_OFFENDER_COUNT","JUVENILE_OFFENDER_COUNT","OFFENDER_RACE","OFFENDER_ETHNICITY","VICTIM_COUNT","OFFENSE_NAME","TOTAL_INDIVIDUAL_VICTIMS","LOCATION_NAME","BIAS_DESC","VICTIM_TYPES","MULTIPLE_OFFENSE","MULTIPLE_BIAS"
3021,1991,"AR0600300","North Little Rock","","City","AR","Arkansas","West South Central","South","3","Cities from 50,000 thru 99,999",06-OCT-91,,,2,,,"Black or African American","",1,"Intimidation",1,"Residence/Home","Anti-White","Individual","S","S"
47,1991,"AR0670000","Sevier","","County","AR","Arkansas","West South Central","South","8D","Non-MSA counties under 10,000",14-OCT-91,,,1,,,"White","",1,"Intimidation",1,"School/College","Anti-Black or African American","Individual","S","S"
2,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",15-JAN-91,,,0,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
3,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",22-JAN-91,,,1,,,"Unknown","",1,"Intimidation",1,"Church/Synagogue/Temple/Mosque","Anti-Jewish","Individual","S","S"
4,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",23-JAN-91,,,1,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Arab","Individual","S","S"
5,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",04-FEB-91,,,1,,,"White","",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
6,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",14-FEB-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Protestant","Religious Organization","S","S"
7,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",20-FEB-91,,,1,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
8,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",21-FEB-91,,,1,,,"White","",1,"Simple Assault",1,"Other/Unknown","Anti-Black or African American","Individual","S","S"
9,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",13-MAR-91,,,1,,,"White","",1,"Intimidation",1,"Other/Unknown","Anti-Jewish","Individual","S","S"
10,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",01-APR-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
11,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",29-APR-91,,,1,,,"White","",1,"Intimidation",1,"Residence/Home","Anti-Arab","Individual","S","S"
12,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",06-MAY-91,,,1,,,"Unknown","",1,"Intimidation",1,"Commercial/Office Building","Anti-Black or African American","Individual","S","S"
13,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",09-JUN-91,,,1,,,"White","",1,"Intimidation",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
14,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",30-JUN-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Protestant","Religious Organization","S","S"
15,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",11-JUL-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Protestant","Religious Organization","S","S"
16,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",30-JUL-91,,,1,,,"White","",1,"Intimidation",1,"Air/Bus/Train Terminal","Anti-Jewish","Individual","S","S"
17,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",31-JUL-91,,,1,,,"White","",3,"Aggravated Assault",3,"Parking/Drop Lot/Garage","Anti-Black or African American","Individual","S","S"
18,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",01-AUG-91,,,1,,,"White","",1,"Aggravated Assault",1,"Other/Unknown","Anti-Black or African American","Individual","S","S"
19,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",11-AUG-91,,,1,,,"Unknown","",1,"Intimidation",1,"Church/Synagogue/Temple/Mosque","Anti-Other Religion","Individual","S","S"
20,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",15-AUG-91,,,1,,,"White","",1,"Intimidation",1,"Other/Unknown","Anti-Black or African American","Individual","S","S"
21,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",16-AUG-91,,,1,,,"Unknown","",1,"Intimidation",1,"Church/Synagogue/Temple/Mosque","Anti-Islamic (Muslim)","Individual","S","S"
22,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",18-AUG-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
23,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",25-AUG-91,,,1,,,"White","",3,"Destruction/Damage/Vandalism of Property;Intimidation",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","M","S"
24,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",01-SEP-91,,,1,,,"White","",2,"Simple Assault",2,"Hotel/Motel/Etc.","Anti-Black or African American","Individual","S","S"
25,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",01-SEP-91,,,1,,,"White","",1,"Aggravated Assault",1,"Hotel/Motel/Etc.","Anti-Black or African American","Individual","S","S"
26,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",05-SEP-91,,,1,,,"Black or African American","",1,"Simple Assault",1,"Restaurant","Anti-Gay (Male)","Individual","S","S"
27,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",10-SEP-91,,,1,,,"White","",1,"Intimidation",1,"Parking/Drop Lot/Garage","Anti-Black or African American","Individual","S","S"
28,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",02-OCT-91,,,1,,,"White","",1,"Intimidation",1,"Commercial/Office Building","Anti-Jewish","Individual","S","S"
29,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",09-OCT-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Commercial/Office Building","Anti-Jewish","Individual","S","S"
30,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",25-OCT-91,,,5,,,"Black or African American","",4,"Aggravated Assault",4,"Residence/Home","Anti-White","Individual","S","S"
31,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",31-OCT-91,,,2,,,"White","",2,"Aggravated Assault;Intimidation",2,"Grocery/Supermarket","Anti-Black or African American","Individual","M","S"
32,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",05-NOV-91,,,1,,,"White","",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
33,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",13-NOV-91,,,1,,,"White","",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Asian","Individual","S","S"
34,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",18-NOV-91,,,1,,,"Unknown","",1,"Intimidation",1,"School/College","Anti-Jewish","Individual","S","S"
35,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",24-NOV-91,,,1,,,"White","",1,"Aggravated Assault",1,"Convenience Store","Anti-Black or African American","Individual","S","S"
36,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",26-NOV-91,,,4,,,"White","",2,"Intimidation",2,"Residence/Home","Anti-Black or African American","Individual","S","S"
37,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",26-NOV-91,,,2,,,"Black or African American","",2,"Simple Assault",2,"Department/Discount Store","Anti-White","Individual","S","S"
38,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",06-DEC-91,,,1,,,"White","",1,"Aggravated Assault",1,"Bar/Nightclub","Anti-Black or African American","Individual","S","S"
39,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",13-DEC-91,,,6,,,"Black or African American","",1,"Aggravated Assault",1,"Residence/Home","Anti-White","Individual","S","S"
40,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",24-DEC-91,,,4,,,"Black or African American","",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-White","Individual","S","S"
41,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",03-FEB-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Catholic","Religious Organization","S","S"
42,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",06-MAR-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Protestant","Religious Organization","S","S"
3008,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",28-NOV-91,,,1,,,"White","",1,"Intimidation",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
3009,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",30-NOV-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",0,"Church/Synagogue/Temple/Mosque","Anti-Protestant","Religious Organization","S","S"
3010,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",07-DEC-91,,,1,,,"Unknown","",1,"Intimidation",1,"Restaurant","Anti-Asian","Individual","S","S"
3011,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",16-DEC-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
3012,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",22-DEC-91,,,0,,,"Unknown","",1,"Intimidation",1,"Grocery/Supermarket","Anti-Jewish","Individual","S","S"
3013,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",12-JAN-91,,,0,,,"Unknown","",2,"Destruction/Damage/Vandalism of Property",2,"Residence/Home","Anti-Black or African American","Individual","S","S"
3014,1991,"AZ0072300","Phoenix","","City","AZ","Arizona","Mountain","West","1B","Cities from 500,000 thru 999,999",13-MAR-91,,,1,,,"White","",1,"Intimidation",1,"Other/Unknown","Anti-Jewish","Individual","S","S"
48,1991,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999",08-NOV-91,,,0,,,"Unknown","",1,"Intimidation",1,"School/College","Anti-Black or African American","Individual","S","S"
49,1991,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999",25-NOV-91,,,1,,,"Unknown","",1,"Intimidation",1,"Other/Unknown","Anti-Jewish","Individual","S","S"
50,1991,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999",19-DEC-91,,,1,,,"Unknown","",1,"Intimidation",1,"Other/Unknown","Anti-Jewish","Individual","S","S"
51,1991,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999",16-AUG-91,,,2,,,"White","",2,"Aggravated Assault",2,"Parking/Drop Lot/Garage","Anti-Asian","Individual","S","S"
52,1991,"CA0300900","Garden Grove","","City","CA","California","Pacific","West","2","Cities from 100,000 thru 249,999",17-JUL-91,,,3,,,"White","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
74,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",03-SEP-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Parking/Drop Lot/Garage","Anti-Black or African American","Individual","S","S"
75,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",30-JUN-91,,,1,,,"White","",1,"Intimidation",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
76,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",11-SEP-91,,,0,,,"Unknown","",9,"Intimidation",9,"Specialty Store","Anti-Jewish","Individual","S","S"
3041,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",07-JUL-91,,,1,,,"White","",1,"Aggravated Assault",1,"Residence/Home","Anti-Heterosexual","Individual","S","S"
3042,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",06-JUL-91,,,2,,,"Multiple","",1,"Aggravated Assault",1,"Residence/Home","Anti-White","Individual","S","S"
3043,1991,"CO0010000","Adams","","County","CO","Colorado","Mountain","West","9B","MSA counties from 25,000 thru 99,999",28-NOV-91,,,2,,,"White","",1,"Destruction/Damage/Vandalism of Property",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Hispanic or Latino","Individual","S","S"
77,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",01-AUG-91,,,1,,,"White","",1,"Aggravated Assault",1,"Residence/Home","Anti-Asian","Individual","S","S"
78,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",07-SEP-91,,,1,,,"White","",1,"Aggravated Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
79,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",13-SEP-91,,,1,,,"White","",1,"Destruction/Damage/Vandalism of Property",0,"School/College","Anti-Jewish","Society/Public","S","S"
80,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",24-SEP-91,,,3,,,"Multiple","",1,"Simple Assault",1,"School/College","Anti-White","Individual","S","S"
81,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",13-DEC-91,,,2,,,"Black or African American","",2,"Simple Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-White","Individual","S","S"
2756,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",26-MAR-91,,,1,,,"White","",1,"Aggravated Assault",1,"Department/Discount Store","Anti-Black or African American","Individual","S","S"
2757,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",10-APR-91,,,1,,,"Black or African American","",2,"Aggravated Assault;Not Specified",1,"Department/Discount Store","Anti-White","Business;Individual","M","S"
2758,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",17-AUG-91,,,3,,,"White","",2,"Aggravated Assault",2,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
2759,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",09-SEP-91,,,1,,,"White","",3,"Intimidation",3,"School/College","Anti-Black or African American","Individual","S","S"
2760,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",24-JUL-91,,,2,,,"White","",2,"Destruction/Damage/Vandalism of Property",2,"Residence/Home","Anti-Black or African American","Individual","S","S"
2761,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",17-AUG-91,,,1,,,"White","",1,"Aggravated Assault",1,"Other/Unknown","Anti-Black or African American","Individual","S","S"
2762,1991,"CO0010100","Aurora","","City","CO","Colorado","Mountain","West","2","Cities from 100,000 thru 249,999",29-SEP-91,,,3,,,"Black or African American","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-White","Individual","S","S"
82,1991,"CO0010200","Brighton","","City","CO","Colorado","Mountain","West","5","Cities from 10,000 thru 24,999",07-NOV-91,,,1,,,"White","",1,"Intimidation",1,"Bar/Nightclub","Anti-Black or African American","Individual","S","S"
2763,1991,"CO0010200","Brighton","","City","CO","Colorado","Mountain","West","5","Cities from 10,000 thru 24,999",07-FEB-91,,,1,,,"White","",1,"Intimidation",1,"Residence/Home","Anti-Hispanic or Latino","Individual","S","S"
2764,1991,"CO0010200","Brighton","","City","CO","Colorado","Mountain","West","5","Cities from 10,000 thru 24,999",03-DEC-91,,,0,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Other Race/Ethnicity/Ancestry","Individual","S","S"
83,1991,"CO0010400","Thornton","","City","CO","Colorado","Mountain","West","3","Cities from 50,000 thru 99,999",27-JUN-91,,,0,,,"Unknown","",1,"Simple Assault",1,"School/College","Anti-White","Individual","S","S"
2765,1991,"CO0010400","Thornton","","City","CO","Colorado","Mountain","West","3","Cities from 50,000 thru 99,999",21-JAN-91,,,5,,,"White","",1,"Simple Assault",1,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
2766,1991,"CO0010400","Thornton","","City","CO","Colorado","Mountain","West","3","Cities from 50,000 thru 99,999",11-JUL-91,,,1,,,"White","",1,"Intimidation",1,"Other/Unknown","Anti-Hispanic or Latino","Individual","S","S"
2767,1991,"CO0010400","Thornton","","City","CO","Colorado","Mountain","West","3","Cities from 50,000 thru 99,999",07-AUG-91,,,2,,,"White","",2,"Intimidation",2,"Other/Unknown","Anti-White","Individual","S","S"
84,1991,"CO0010600","Northglenn","","City","CO","Colorado","Mountain","West","4","Cities from 25,000 thru 49,999",20-JUL-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
85,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",24-JUN-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Multiple Religions, Group","Individual","S","S"
86,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",02-OCT-91,,,0,,,"Unknown","",3,"Intimidation",3,"Residence/Home","Anti-Black or African American","Individual","S","S"
87,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",19-OCT-91,,,1,,,"White","",1,"Intimidation",1,"Residence/Home","Anti-Hispanic or Latino","Individual","S","S"
88,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",25-NOV-91,,,0,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Black or African American","Individual","S","S"
89,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",18-DEC-91,,,0,,,"Unknown","",1,"Intimidation",1,"Specialty Store","Anti-Black or African American","Individual","S","S"
90,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",23-MAY-91,,,1,,,"White","",3,"Intimidation;Simple Assault",3,"Service/Gas Station","Anti-Hispanic or Latino","Individual","M","S"
91,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",24-JUN-91,,,0,,,"Unknown","",1,"Destruction/Damage/Vandalism of Property",1,"Residence/Home","Anti-Protestant","Individual","S","S"
2768,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",23-MAY-91,,,1,,,"White","",3,"Simple Assault",3,"Service/Gas Station","Anti-Hispanic or Latino","Individual","S","S"
2769,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",05-AUG-91,,,4,,,"White","",3,"Intimidation",3,"Residence/Home","Anti-Black or African American","Individual","S","S"
2770,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",06-OCT-91,,,1,,,"White","",3,"Simple Assault",3,"Residence/Home","Anti-Black or African American","Individual","S","S"
2771,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",14-OCT-91,,,1,,,"White","",2,"Intimidation",2,"Residence/Home","Anti-Hispanic or Latino","Individual","S","S"
2772,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",05-NOV-91,,,0,,,"Unknown","",2,"Intimidation",2,"Residence/Home","Anti-Hispanic or Latino","Individual","S","S"
2773,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",01-DEC-91,,,0,,,"Unknown","",1,"Intimidation",1,"Residence/Home","Anti-Hispanic or Latino","Individual","S","S"
2774,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",11-DEC-91,,,0,,,"Unknown","",3,"Intimidation",3,"School/College","Anti-Black or African American","Individual","S","S"
2775,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",20-DEC-91,,,0,,,"Unknown","",1,"Intimidation",1,"School/College","Anti-Black or African American","Individual","S","S"
2776,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",30-JUL-91,,,1,,,"White","",1,"Arson",0,"Commercial/Office Building","Anti-Black or African American","Business","S","S"
2777,1991,"CO0030000","Arapahoe","","County","CO","Colorado","Mountain","West","9A","MSA counties 100,000 or over",05-AUG-91,,,4,,,"White","",3,"Intimidation",3,"Highway/Road/Alley/Street/Sidewalk","Anti-Black or African American","Individual","S","S"
92,1991,"CO0030100","Englewood","","City","CO","Colorado","Mountain","West","4","Cities from 25,000 thru 49,999",11-JUL-91,,,1,,,"Black or African American","",1,"Intimidation",1,"Convenience Store","Anti-White","Individual","S","S"
2778,1991,"CO0030100","Englewood","","City","CO","Colorado","Mountain","West","4","Cities from 25,000 thru 49,999",28-MAY-91,,,0,,,"Unknown","",1,"Intimidation",1,"Specialty Store","Anti-Jewish","Individual","S","S"
