INCIDENT_ID,DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,INCIDENT_DATE,ADULT_VICTIM_COUNT,JUVENILE_VICTIM_COUNT,TOTAL_OFFENDER_COUNT,ADULT_OFFENDER_COUNT,JUVENILE_OFFENDER_COUNT,OFFENDER_RACE,OFFENDER_ETHNICITY,VICTIM_COUNT,OFFENSE_NAME,TOTAL_INDIVIDUAL_VICTIMS,LOCATION_NAME,BIAS_DESC,VICTIM_TYPES,MULTIPLE_OFFENSE,MULTIPLE_BIAS
473246,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-May-19,2,1,1,1,0,White,Unknown,3,Intimidation;Simple Assault,3,Restaurant,Anti-Black or African American,Individual,M,S
473248,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-May-19,2,0,5,,,Black or African American,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
473249,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-Mar-19,1,0,1,1,0,Unknown,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
473250,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-Jan-19,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Department/Discount Store,Anti-Transgender,Individual,S,S
473251,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-Feb-19,1,0,1,,,Unknown,Unknown,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,S,S
473252,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-Feb-19,1,0,1,,,Unknown,Unknown,1,Intimidation,1,Church/Synagogue/Temple/Mosque,Anti-Jewish,Individual,S,S
473253,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",3-Jan-19,1,0,4,,,Unknown,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Transgender,Individual,S,S
473254,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-Feb-19,0,1,2,0,2,White,Not Hispanic or Latino,1,Simple Assault,1,School-Elementary/Secondary,Anti-Transgender,Individual,S,S
473255,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",31-Mar-19,1,0,7,6,1,Black or African American,Unknown,2,Robbery;Simple Assault,1,Residence/Home,Anti-Hispanic or Latino,Individual,M,S
483369,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-May-19,,,1,,,Unknown,Unknown,1,Arson,,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
504709,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",7-May-19,1,0,0,,,Unknown,Unknown,1,Simple Assault,1,Other/Unknown,Anti-Black or African American,Individual,S,S
504710,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",15-May-19,2,0,5,,,Black or African American,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
504711,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",2-Apr-19,1,0,2,,,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Gay (Male),Individual,S,S
504712,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",16-May-19,2,0,1,,,Black or African American,Unknown,2,Aggravated Assault;Intimidation,2,Air/Bus/Train Terminal,Anti-White,Individual,M,S
504713,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-Jun-19,1,0,1,,,Black or African American,Unknown,1,Aggravated Assault,1,Drug Store/Doctor's Office/Hospital,Anti-Gay (Male),Individual,S,S
504714,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-Jun-19,1,0,1,,,Black or African American,Unknown,1,Aggravated Assault,1,Residence/Home,Anti-Gay (Male),Individual,S,S
504715,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-May-19,0,1,0,,,Unknown,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
504716,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",9-May-19,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual,S,S
504717,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-Jun-19,2,0,2,,,White,Unknown,2,Aggravated Assault;Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American;Anti-Gay (Male),Individual,M,M
504718,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",2-Jun-19,1,0,2,0,2,White,Hispanic or Latino,2,Aggravated Assault;Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,M,S
504719,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-Feb-19,1,0,3,3,0,White,Hispanic or Latino,1,Simple Assault,1,Restaurant,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
504720,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",27-Feb-19,0,2,4,,,Black or African American,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,Individual,S,S
504721,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-Jan-19,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Specialty Store,Anti-Transgender,Individual,S,S
504722,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-Jan-19,1,0,1,,,White,Hispanic or Latino,1,Aggravated Assault,1,Convenience Store,Anti-Black or African American,Individual,S,S
504723,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",24-Feb-19,1,0,1,1,0,White,Hispanic or Latino,1,Intimidation,1,Other/Unknown,Anti-Black or African American,Individual,S,S
504724,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",12-Mar-19,1,0,1,,,Unknown,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Other Race/Ethnicity/Ancestry,Individual,S,S
504806,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",6-Jul-19,1,0,3,,,Black or African American,Unknown,1,Robbery,1,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,S,S
504807,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",22-Jul-19,1,1,3,,,Black or African American,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
504808,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",30-Jul-19,1,0,3,,,Black or African American,Unknown,1,Robbery,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
504809,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-Jul-19,5,0,1,1,0,Black or African American,Unknown,5,Intimidation;Simple Assault,5,Highway/Road/Alley/Street/Sidewalk,Anti-White,Individual,M,S
504810,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",23-Jul-19,1,0,4,3,1,Black or African American,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
539877,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",9-Jul-19,1,0,1,1,0,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Transgender,Individual,S,S
539878,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",28-Jun-19,1,0,2,0,2,Unknown,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Transgender,Individual,S,S
539879,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",26-Jun-19,1,0,1,1,0,White,Hispanic or Latino,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
539880,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",14-Jun-19,1,0,1,1,0,Black or African American,Unknown,1,Intimidation,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
539975,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",1-Aug-19,3,0,2,,,White,Not Hispanic or Latino,3,Destruction/Damage/Vandalism of Property,3,Residence/Home,Anti-Jewish,Individual,S,S
539976,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",10-Aug-19,6,0,20,0,20,Black or African American,Unknown,6,Aggravated Assault;Intimidation;Robbery,6,Air/Bus/Train Terminal,Anti-Gay (Male),Individual,M,S
539977,2019,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,Midwest,1A,"Cities 1,000,000 or over",19-Aug-19,2,0,1,1,0,White,Hispanic or Latino,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190663,2017,FL0010000,Alachua,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",27-Sep-17,0,1,2,1,1,White,Not Hispanic or Latino,1,Arson,1,School-Elementary/Secondary,Anti-Hispanic or Latino,Individual,S,S
190662,2017,FL0010100,Gainesville,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",27-Sep-17,,,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Bank/Savings and Loan,Anti-Jewish,Business,S,S
190661,2017,FL0050900,Rockledge,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",9-Jan-17,1,2,2,2,0,White,Not Hispanic or Latino,3,Aggravated Assault,3,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190664,2017,FL0051100,Titusville,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-Jul-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190665,2017,FL0051100,Titusville,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-Jul-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190666,2017,FL0051100,Titusville,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-Jul-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190667,2017,FL0051100,Titusville,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-Jul-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190668,2017,FL0051100,Titusville,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",17-Jul-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Black or African American,Individual,S,S
190669,2017,FL0051200,Palm Bay,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",31-Aug-17,2,0,2,2,0,White,Unknown,2,Aggravated Assault,2,Service/Gas Station,Anti-Black or African American,Individual,S,S
190670,2017,FL0051200,Palm Bay,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",7-Apr-17,2,0,2,2,0,Black or African American,Unknown,2,Simple Assault,2,Restaurant,Anti-Gay (Male),Individual,S,S
190671,2017,FL0060000,Broward,,County,FL,Florida,South Atlantic,South,9C,"MSA counties from 10,000 thru 24,999",8-Feb-17,1,0,0,,,Unknown,Unknown,1,Burglary/Breaking & Entering,1,Construction Site,Anti-Black or African American,Individual,S,S
190672,2017,FL0060200,Deerfield Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",26-May-17,1,0,2,2,0,White,Hispanic or Latino,1,Simple Assault,1,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
190675,2017,FL0060200,Deerfield Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",17-Dec-17,1,0,2,2,0,Black or African American,Unknown,1,Simple Assault,1,Residence/Home,Anti-White,Individual,S,S
190673,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",6-May-17,1,0,2,2,0,White,Not Hispanic or Latino,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
190674,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",19-May-17,1,0,2,2,0,White,Not Hispanic or Latino,1,Intimidation,1,Parking/Drop Lot/Garage,Anti-Hispanic or Latino,Individual,S,S
190676,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",23-Jul-17,1,0,3,3,0,White,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190677,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2-Jul-17,3,0,2,2,0,White,Not Hispanic or Latino,3,Simple Assault,3,Highway/Road/Alley/Street/Sidewalk,Anti-Islamic (Muslim),Individual,S,S
190678,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",17-Aug-17,2,0,0,,,Unknown,Unknown,2,Destruction/Damage/Vandalism of Property,2,Residence/Home,Anti-Jewish,Individual,S,S
190680,2017,FL0060300,Fort Lauderdale,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",6-Oct-17,2,0,2,2,0,White,Unknown,2,Simple Assault,2,Park/Playground,Anti-Gay (Male),Individual,S,S
190679,2017,FL0060500,Hollywood,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",5-Jan-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Gay (Male),Individual,S,S
190681,2017,FL0060700,Pompano Beach,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",14-Nov-17,1,0,2,2,0,White,Hispanic or Latino,1,Intimidation,1,Residence/Home,Anti-Jewish,Individual,S,S
190682,2017,FL0060700,Pompano Beach,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",7-Oct-17,2,0,2,2,0,White,Not Hispanic or Latino,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190683,2017,FL0060700,Pompano Beach,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",2-Sep-17,0,1,2,2,0,Black or African American,Unknown,1,Simple Assault,1,Parking/Drop Lot/Garage,Anti-White,Individual,S,S
190685,2017,FL0060900,Wilton Manors,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",20-May-17,1,0,1,1,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Parking/Drop Lot/Garage,Anti-Jewish,Individual,S,S
190687,2017,FL0060900,Wilton Manors,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",19-Sep-17,,,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Lake/Waterway/Beach,Anti-Jewish,Government,S,S
190688,2017,FL0060900,Wilton Manors,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",22-Aug-17,1,0,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual,S,S
190686,2017,FL0061000,Cooper City,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",16-Dec-17,1,0,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual,S,S
190689,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",6-Feb-17,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Jewish,Religious Organization,S,S
190690,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",29-Jan-17,1,0,2,2,0,White,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic or Latino,Individual,S,S
190691,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",21-Feb-17,1,0,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Other/Unknown,Anti-Jewish,Individual,S,S
190692,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",18-Sep-17,1,0,2,2,0,Unknown,Unknown,1,Intimidation,1,Convenience Store,Anti-Jewish,Individual,S,S
190693,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",3-Oct-17,,,3,3,0,White,Unknown,1,Destruction/Damage/Vandalism of Property,,Restaurant,Anti-Black or African American,Business,S,S
190694,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",6-Oct-17,1,0,0,,,Unknown,Unknown,1,Intimidation,1,Other/Unknown,Anti-Black or African American,Individual,S,S
190695,2017,FL0061200,Davie,,City,FL,Florida,South Atlantic,South,2,"Cities from 100,000 thru 249,999",1-Apr-17,1,0,0,,,Unknown,Unknown,1,Not Specified,1,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
190696,2017,FL0061600,Lauderdale-by-the-Sea,,City,FL,Florida,South Atlantic,South,6,"Cities from 2,500 thru 9,999",14-Sep-17,1,0,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Convenience Store,Anti-White,Individual,S,S
190697,2017,FL0062400,Oakland Park,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",1-Aug-17,1,0,2,2,0,White,Unknown,1,Intimidation,1,Residence/Home,Anti-Hispanic or Latino,Individual,S,S
190698,2017,FL0062400,Oakland Park,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",26-May-17,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Government,S,S
190700,2017,FL0062400,Oakland Park,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",26-Oct-17,1,0,2,2,0,Unknown,Unknown,1,Intimidation,1,Residence/Home,Anti-Lesbian (Female),Individual,S,S
190701,2017,FL0062400,Oakland Park,,City,FL,Florida,South Atlantic,South,4,"Cities from 25,000 thru 49,999",12-Feb-17,2,0,2,2,0,White,Unknown,2,Aggravated Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190703,2017,FL0062700,Sunrise,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",20-Nov-17,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Specialty Store,Anti-Other Race/Ethnicity/Ancestry,Business,S,S
190704,2017,FL0062700,Sunrise,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",9-Dec-17,2,0,2,2,0,Black or African American,Unknown,2,Simple Assault,2,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
190702,2017,FL006880X,Weston,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",18-Jul-17,,,0,,,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Government,S,S
190707,2017,FL006880X,Weston,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",7-Nov-17,,,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Government,S,S
190708,2017,FL006880X,Weston,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",28-Dec-17,1,0,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,1,Residence/Home,Anti-Jewish,Individual,S,S
190709,2017,FL0080000,Charlotte,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",7-May-17,1,0,0,,,Unknown,Unknown,1,Not Specified,1,Residence/Home,Anti-Black or African American,Individual,S,S
190711,2017,FL0100000,Clay,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",20-Nov-17,,,2,2,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Catholic,Religious Organization,S,S
190712,2017,FL0100000,Clay,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",28-Dec-17,1,0,2,2,0,White,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,Individual,S,S
190710,2017,FL0110000,Collier,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",23-Dec-17,1,0,2,2,0,White,Not Hispanic or Latino,1,Intimidation,1,Residence/Home,Anti-Jewish,Individual,S,S
190716,2017,FL0120100,Lake City,,City,FL,Florida,South Atlantic,South,5,"Cities from 10,000 thru 24,999",28-Feb-17,,,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,,Shelter-Mission/Homeless,Anti-Black or African American,Other,S,S
190718,2017,FL0130000,Miami-Dade,,County,FL,Florida,South Atlantic,South,9A,"MSA counties 100,000 or over",26-Oct-17,0,1,2,1,1,Black or African American,Unknown,1,Aggravated Assault,1,Residence/Home,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
190717,2017,FL0130200,Coral Gables,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",15-Dec-17,1,0,2,2,0,White,Hispanic or Latino,1,Simple Assault,1,Hotel/Motel/Etc.,Anti-Black or African American,Individual,S,S
190719,2017,FL0130500,Homestead,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",8-Nov-17,,,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Church/Synagogue/Temple/Mosque,Anti-Other Religion,Religious Organization,S,S
190720,2017,FL0130500,Homestead,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",7-Oct-17,2,0,2,2,0,White,Hispanic or Latino,2,Intimidation,2,Residence/Home,Anti-Lesbian (Female),Individual,S,S
190721,2017,FL0130500,Homestead,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",6-Oct-17,2,0,2,2,0,White,Hispanic or Latino,2,Intimidation,2,Residence/Home,Anti-Lesbian (Female),Individual,S,S
190722,2017,FL0130500,Homestead,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",27-Apr-17,1,0,2,2,0,Black or African American,Not Hispanic or Latino,1,Simple Assault,1,Service/Gas Station,Anti-Hispanic or Latino,Individual,S,S
190724,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",3-Apr-17,1,0,3,3,0,Unknown,Unknown,1,Simple Assault,1,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
190726,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",19-Dec-17,1,0,2,2,0,White,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
190727,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",21-Jun-17,1,0,1,1,0,Black or African American,Unknown,1,Aggravated Assault,1,Restaurant,Anti-Gay (Male),Individual,S,S
190728,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",25-Aug-17,,,2,2,0,Unknown,Unknown,1,Destruction/Damage/Vandalism of Property,,Air/Bus/Train Terminal,Anti-Jewish,Other,S,S
190729,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",28-Apr-17,1,0,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
190730,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",5-May-17,1,0,2,2,0,Black or African American,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,Anti-Gay (Male),Individual,S,S
190731,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",7-May-17,1,0,1,1,0,Unknown,Unknown,1,Simple Assault,1,Bar/Nightclub,Anti-Gay (Male),Individual,S,S
190732,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",3-Apr-17,1,0,3,3,0,Black or African American,Unknown,1,Aggravated Assault,1,Highway/Road/Alley/Street/Sidewalk,"Anti-Lesbian, Gay, Bisexual, or Transgender (Mixed Group)",Individual,S,S
190733,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",26-Feb-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
190734,2017,FL0130700,Miami Beach,,City,FL,Florida,South Atlantic,South,3,"Cities from 50,000 thru 99,999",26-Feb-17,1,0,1,1,0,White,Not Hispanic or Latino,1,Destruction/Damage/Vandalism of Property,1,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,Individual,S,S
